account_id,customer_id,branch_id,product_id,open_date,status
ACCT00140,CUST01497,B012,P06,2021-12-26,ACTIVE
ACCT00141,CUST01896,B011,P01,2023-02-19,ACTIVE
ACCT00142,CUST01590,B001,P01,2023-02-13,ACTIVE
ACCT00143,CUST01415,B012,P03,2021-11-28,ACTIVE
ACCT00144,CUST01667,B016,P04,2023-02-09,ACTIVE
ACCT00145,CUST00760,B014,P02,2024-12-09,ACTIVE
ACCT00146,CUST00117,B020,P05,2024-04-19,ACTIVE
ACCT00147,CUST00555,B008,P04,2024-09-19,ACTIVE
ACCT00148,CUST00334,B005,P06,2023-11-23,ACTIVE
ACCT00149,CUST00265,B007,P03,2023-03-16,ACTIVE
ACCT00150,CUST00403,B020,P01,2023-01-30,ACTIVE
ACCT00151,CUST01929,B015,P04,2023-02-28,ACTIVE
ACCT00152,CUST00434,B004,P03,2023-10-17,ACTIVE
ACCT00153,CUST01093,B009,P02,2022-11-24,ACTIVE
ACCT00154,CUST01613,B012,P06,2025-02-22,ACTIVE
ACCT00155,CUST01830,B008,P06,2025-05-07,ACTIVE
ACCT00156,CUST00799,B018,P05,2023-02-28,ACTIVE
ACCT00157,CUST00010,B011,P04,2024-05-29,ACTIVE
ACCT00158,CUST01907,B001,P05,2024-11-08,CLOSED
ACCT00159,CUST01338,B008,P04,2025-05-17,ACTIVE
ACCT00160,CUST00621,B009,P06,2022-06-07,ACTIVE
ACCT00161,CUST00875,B017,P04,2022-07-26,ACTIVE
ACCT00162,CUST01609,B004,P05,2024-06-03,ACTIVE
ACCT00163,CUST01513,B019,P06,2025-04-23,ACTIVE
ACCT00164,CUST00046,B003,P06,2022-07-12,ACTIVE
ACCT00165,CUST01089,B010,P01,2022-06-05,ACTIVE
ACCT00166,CUST01845,B003,P03,2022-08-20,ACTIVE
ACCT00167,CUST01970,B020,P04,2024-10-04,ACTIVE
ACCT00168,CUST01975,B013,P04,2025-05-10,ACTIVE
ACCT00169,CUST00500,B003,P06,2022-05-27,ACTIVE
ACCT00170,CUST01896,B011,P04,2023-11-29,ACTIVE
ACCT00171,CUST01379,B010,P06,2025-05-27,ACTIVE
ACCT00172,CUST00009,B002,P02,2022-06-28,ACTIVE
ACCT00173,CUST00121,B009,P06,2025-09-29,ACTIVE
ACCT00174,CUST01905,B002,P06,2024-11-28,ACTIVE
ACCT00175,CUST01497,B012,P03,2023-07-24,ACTIVE
ACCT00176,CUST01629,B002,P04,2024-08-25,ACTIVE
ACCT00177,CUST01054,B008,P03,2024-01-25,ACTIVE
ACCT00178,CUST01681,B006,P06,2024-01-15,ACTIVE
ACCT00179,CUST00672,B020,P04,2023-10-25,CLOSED
ACCT00180,CUST01464,B007,P05,2025-09-13,ACTIVE
ACCT00181,CUST00368,B004,P05,2023-06-25,ACTIVE
ACCT00182,CUST00075,B019,P03,2025-05-25,ACTIVE
ACCT00183,CUST01089,B010,P05,2025-06-13,ACTIVE
ACCT00184,CUST01540,B018,P05,2023-09-25,ACTIVE
ACCT00185,CUST01552,B012,P03,2025-07-28,ACTIVE
ACCT00186,CUST00429,B020,P06,2022-06-09,ACTIVE
ACCT00187,CUST00634,B015,P03,2023-08-08,ACTIVE
ACCT00188,CUST01575,B004,P04,2022-09-09,ACTIVE
ACCT00189,CUST01038,B003,P02,2023-01-31,ACTIVE
ACCT00190,CUST00892,B007,P05,2023-08-04,ACTIVE
ACCT00191,CUST00557,B005,P03,2023-05-29,ACTIVE
ACCT00192,CUST00025,B018,P06,2025-01-15,ACTIVE
ACCT00193,CUST01548,B014,P01,2022-02-10,ACTIVE
ACCT00194,CUST00752,B018,P06,2023-01-07,ACTIVE
ACCT00195,CUST00003,B007,P02,2025-04-09,ACTIVE
ACCT00196,CUST01651,B013,P04,2023-03-11,ACTIVE
ACCT00197,CUST01528,B015,P06,2022-05-11,ACTIVE
ACCT00198,CUST00130,B009,P05,2024-09-26,ACTIVE
ACCT00199,CUST00510,B017,P04,2022-08-26,ACTIVE
ACCT00200,CUST01151,B005,P04,2023-10-03,ACTIVE
ACCT00201,CUST01012,B018,P04,2022-05-10,ACTIVE
ACCT00202,CUST00702,B019,P04,2024-06-02,ACTIVE
ACCT00203,CUST01491,B001,P03,2023-06-11,ACTIVE
ACCT00204,CUST01232,B014,P05,2023-09-09,ACTIVE
ACCT00205,CUST00954,B006,P01,2022-07-24,ACTIVE
ACCT00206,CUST00220,B020,P03,2025-02-10,ACTIVE
ACCT00207,CUST01368,B016,P06,2025-04-19,ACTIVE
ACCT00208,CUST00458,B015,P06,2022-10-17,CLOSED
ACCT00209,CUST00573,B017,P03,2023-02-20,ACTIVE
ACCT00210,CUST00410,B009,P05,2022-04-29,ACTIVE
ACCT00211,CUST01101,B010,P04,2022-03-18,ACTIVE
ACCT00212,CUST00683,B004,P06,2025-04-23,ACTIVE
ACCT00213,CUST00096,B001,P05,2022-06-30,ACTIVE
ACCT00214,CUST01270,B016,P01,2023-10-27,ACTIVE
ACCT00215,CUST00871,B001,P01,2023-02-12,ACTIVE
ACCT00216,CUST01019,B007,P04,2022-07-12,ACTIVE
ACCT00217,CUST01693,B018,P04,2023-10-08,CLOSED
ACCT00218,CUST01897,B018,P03,2024-02-15,ACTIVE
ACCT00219,CUST00301,B015,P06,2022-05-25,ACTIVE
ACCT00220,CUST01327,B012,P06,2022-08-02,ACTIVE
ACCT00221,CUST01327,B012,P06,2023-02-03,ACTIVE
ACCT00222,CUST00531,B005,P05,2025-06-16,ACTIVE
ACCT00223,CUST01980,B013,P03,2022-03-31,ACTIVE
ACCT00224,CUST00491,B017,P04,2025-04-14,ACTIVE
ACCT00225,CUST01338,B008,P01,2024-03-09,ACTIVE
ACCT00226,CUST00690,B020,P05,2024-03-03,ACTIVE
ACCT00227,CUST01136,B011,P03,2025-08-31,ACTIVE
ACCT00228,CUST01668,B019,P05,2024-10-07,ACTIVE
ACCT00229,CUST01851,B015,P06,2024-11-24,ACTIVE
ACCT00230,CUST01890,B008,P03,2024-10-05,ACTIVE
ACCT00231,CUST01539,B014,P06,2024-06-03,ACTIVE
ACCT00232,CUST01786,B015,P05,2025-07-24,ACTIVE
ACCT00233,CUST01536,B003,P01,2024-12-06,ACTIVE
ACCT00234,CUST00646,B011,P02,2022-12-19,ACTIVE
ACCT00235,CUST00025,B018,P04,2023-08-07,ACTIVE
ACCT00236,CUST01717,B008,P04,2022-03-04,ACTIVE
ACCT00237,CUST00716,B017,P05,2023-10-24,ACTIVE
ACCT00238,CUST00740,B001,P03,2025-02-04,ACTIVE
ACCT00239,CUST01838,B007,P04,2023-07-06,ACTIVE
ACCT00240,CUST01816,B011,P04,2022-10-05,ACTIVE
ACCT00241,CUST01804,B001,P06,2023-07-24,ACTIVE
ACCT00242,CUST01655,B014,P02,2022-10-09,ACTIVE
ACCT00243,CUST00235,B013,P01,2024-02-16,ACTIVE
ACCT00244,CUST00560,B003,P04,2023-08-09,ACTIVE
ACCT00245,CUST01795,B016,P05,2021-12-01,CLOSED
ACCT00246,CUST00918,B013,P01,2022-10-07,ACTIVE
ACCT00247,CUST01109,B003,P04,2022-04-28,ACTIVE
ACCT00248,CUST01585,B016,P03,2023-11-13,ACTIVE
ACCT00249,CUST01873,B003,P01,2024-04-25,ACTIVE
ACCT00250,CUST01084,B012,P04,2023-02-28,ACTIVE
ACCT00251,CUST01961,B002,P06,2024-05-22,ACTIVE
ACCT00252,CUST00002,B006,P05,2024-08-26,ACTIVE
ACCT00253,CUST00168,B015,P06,2024-09-26,ACTIVE
ACCT00254,CUST00400,B002,P01,2021-12-22,ACTIVE
ACCT00255,CUST00374,B017,P01,2025-09-05,ACTIVE
ACCT00256,CUST00929,B015,P05,2025-03-01,ACTIVE
ACCT00257,CUST00806,B012,P03,2024-07-07,ACTIVE
ACCT00258,CUST00722,B008,P03,2024-08-30,ACTIVE
ACCT00259,CUST00498,B019,P05,2025-03-25,ACTIVE
ACCT00260,CUST00843,B013,P05,2022-01-24,ACTIVE
ACCT00261,CUST00502,B012,P02,2022-05-21,ACTIVE
ACCT00262,CUST00005,B018,P06,2025-01-27,ACTIVE
ACCT00263,CUST01390,B020,P05,2025-01-06,ACTIVE
ACCT00264,CUST00742,B016,P06,2022-07-28,ACTIVE
ACCT00265,CUST00782,B005,P02,2025-02-14,ACTIVE
ACCT00266,CUST00793,B003,P03,2024-02-04,ACTIVE
ACCT00267,CUST01880,B001,P01,2022-03-01,ACTIVE
ACCT00268,CUST00124,B012,P03,2023-05-09,ACTIVE
ACCT00269,CUST01837,B009,P06,2023-12-07,ACTIVE
ACCT00270,CUST01251,B016,P01,2024-03-11,ACTIVE
ACCT00271,CUST01513,B019,P04,2023-07-27,ACTIVE
ACCT00272,CUST01941,B009,P01,2024-04-19,CLOSED
ACCT00273,CUST01472,B017,P03,2024-09-30,ACTIVE
ACCT00274,CUST00182,B001,P04,2024-08-15,ACTIVE
ACCT00275,CUST00915,B017,P02,2022-02-16,ACTIVE
ACCT00276,CUST00680,B002,P02,2022-09-18,ACTIVE
ACCT00277,CUST01640,B008,P02,2022-04-21,ACTIVE
ACCT00278,CUST01652,B014,P04,2024-04-17,ACTIVE
ACCT00279,CUST01359,B017,P01,2025-05-08,ACTIVE
ACCT00280,CUST01652,B014,P03,2023-03-31,ACTIVE
ACCT00281,CUST00757,B001,P04,2024-11-29,ACTIVE
ACCT00282,CUST00062,B015,P01,2025-07-14,ACTIVE
ACCT00283,CUST00315,B008,P03,2024-11-23,ACTIVE
ACCT00284,CUST01891,B018,P04,2022-07-11,ACTIVE
ACCT00285,CUST00323,B016,P06,2022-12-30,ACTIVE
ACCT00286,CUST01312,B017,P04,2025-05-09,ACTIVE
ACCT00287,CUST00802,B008,P01,2023-08-04,CLOSED
ACCT00288,CUST01194,B017,P04,2025-01-24,ACTIVE
ACCT00289,CUST00599,B018,P03,2023-11-17,ACTIVE
ACCT00290,CUST01923,B004,P04,2025-06-08,ACTIVE
ACCT00291,CUST01530,B013,P06,2025-03-28,ACTIVE
ACCT00292,CUST00019,B016,P03,2025-04-18,ACTIVE
ACCT00293,CUST00379,B018,P03,2022-02-11,ACTIVE
ACCT00294,CUST00230,B007,P05,2025-07-11,CLOSED
ACCT00295,CUST01900,B014,P06,2024-09-03,ACTIVE
ACCT00296,CUST01480,B010,P04,2025-02-23,ACTIVE
ACCT00297,CUST01232,B014,P03,2023-01-07,ACTIVE
ACCT00298,CUST01453,B015,P06,2023-04-17,ACTIVE
ACCT00299,CUST00467,B014,P02,2025-07-18,ACTIVE
ACCT00300,CUST00952,B018,P06,2022-06-03,ACTIVE
ACCT00301,CUST01408,B004,P04,2025-05-23,ACTIVE
ACCT00302,CUST00237,B016,P06,2024-01-08,ACTIVE
ACCT00303,CUST01751,B016,P04,2025-08-27,ACTIVE
ACCT00304,CUST00967,B017,P01,2023-11-08,ACTIVE
ACCT00305,CUST01320,B008,P01,2023-06-22,ACTIVE
ACCT00306,CUST00101,B020,P06,2022-01-02,ACTIVE
ACCT00307,CUST01645,B018,P06,2022-09-27,ACTIVE
ACCT00308,CUST01635,B016,P05,2024-06-09,ACTIVE
ACCT00309,CUST00645,B010,P01,2024-12-14,ACTIVE
ACCT00310,CUST01048,B001,P01,2023-02-07,ACTIVE
ACCT00311,CUST00967,B017,P05,2025-06-28,ACTIVE
ACCT00312,CUST00714,B014,P06,2025-01-05,ACTIVE
ACCT00313,CUST01601,B006,P06,2025-06-19,ACTIVE
ACCT00314,CUST00194,B011,P01,2023-03-10,ACTIVE
ACCT00315,CUST00522,B012,P05,2025-05-22,ACTIVE
ACCT00316,CUST01464,B007,P01,2025-02-08,ACTIVE
ACCT00317,CUST01549,B013,P05,2024-07-05,ACTIVE
ACCT00318,CUST00198,B018,P02,2023-05-11,ACTIVE
ACCT00319,CUST00499,B011,P06,2021-12-10,ACTIVE
ACCT00320,CUST00704,B004,P01,2021-11-28,ACTIVE
ACCT00321,CUST00623,B016,P02,2023-12-11,ACTIVE
ACCT00322,CUST01902,B007,P02,2025-06-28,ACTIVE
ACCT00323,CUST01124,B006,P03,2025-05-23,ACTIVE
ACCT00324,CUST01474,B020,P02,2023-06-02,ACTIVE
ACCT00325,CUST00777,B008,P03,2022-08-23,ACTIVE
ACCT00326,CUST00834,B003,P02,2022-06-26,ACTIVE
ACCT00327,CUST01460,B012,P01,2022-03-15,ACTIVE
ACCT00328,CUST01694,B012,P02,2025-08-28,ACTIVE
ACCT00329,CUST01081,B020,P01,2025-09-16,ACTIVE
ACCT00330,CUST00004,B003,P01,2022-02-03,ACTIVE
ACCT00331,CUST01222,B006,P03,2023-05-31,ACTIVE
ACCT00332,CUST01322,B017,P04,2025-01-13,ACTIVE
ACCT00333,CUST01427,B019,P06,2024-03-24,ACTIVE
ACCT00334,CUST00921,B006,P04,2024-05-28,ACTIVE
ACCT00335,CUST00520,B010,P05,2025-07-14,ACTIVE
ACCT00336,CUST01967,B010,P06,2022-12-11,ACTIVE
ACCT00337,CUST01697,B009,P01,2022-03-25,ACTIVE
ACCT00338,CUST00891,B006,P03,2023-10-18,ACTIVE
ACCT00339,CUST00279,B020,P05,2024-06-04,ACTIVE
ACCT00340,CUST00030,B017,P05,2025-03-18,ACTIVE
ACCT00341,CUST01093,B009,P05,2022-11-25,ACTIVE
ACCT00342,CUST00753,B005,P06,2022-01-18,ACTIVE
ACCT00343,CUST01331,B017,P01,2024-08-29,ACTIVE
ACCT00344,CUST01938,B016,P02,2021-11-26,ACTIVE
ACCT00345,CUST01718,B009,P04,2022-12-16,ACTIVE
ACCT00346,CUST01712,B003,P06,2025-07-03,ACTIVE
ACCT00347,CUST01620,B017,P03,2024-02-24,ACTIVE
ACCT00348,CUST01846,B016,P03,2023-11-15,ACTIVE
ACCT00349,CUST00809,B020,P04,2025-07-03,ACTIVE
ACCT00350,CUST01855,B015,P01,2022-09-25,ACTIVE
ACCT00351,CUST00380,B013,P01,2023-01-10,ACTIVE
ACCT00352,CUST00912,B009,P01,2024-06-05,ACTIVE
ACCT00353,CUST01917,B011,P05,2022-06-30,ACTIVE
ACCT00354,CUST00840,B010,P02,2021-12-13,ACTIVE
ACCT00355,CUST00965,B005,P02,2025-02-16,ACTIVE
ACCT00356,CUST00218,B005,P01,2024-06-01,ACTIVE
ACCT00357,CUST00770,B013,P02,2023-08-22,ACTIVE
ACCT00358,CUST01860,B006,P01,2023-02-08,ACTIVE
ACCT00359,CUST01622,B006,P01,2023-04-21,ACTIVE
ACCT00360,CUST01419,B011,P05,2023-03-13,ACTIVE
ACCT00361,CUST01825,B011,P03,2024-12-24,ACTIVE
ACCT00362,CUST00794,B003,P02,2022-03-15,ACTIVE
ACCT00363,CUST01446,B015,P03,2024-08-11,ACTIVE
ACCT00364,CUST01556,B001,P01,2022-07-23,ACTIVE
ACCT00365,CUST01816,B011,P02,2025-02-14,ACTIVE
ACCT00366,CUST01770,B011,P04,2023-05-27,ACTIVE
ACCT00367,CUST00374,B017,P03,2024-07-06,ACTIVE
ACCT00368,CUST01781,B001,P05,2024-11-12,ACTIVE
ACCT00369,CUST00237,B016,P06,2022-04-26,ACTIVE
ACCT00370,CUST00089,B001,P05,2022-08-24,ACTIVE
ACCT00371,CUST01413,B015,P01,2023-06-09,ACTIVE
ACCT00372,CUST01498,B020,P04,2024-07-13,ACTIVE
ACCT00373,CUST01931,B010,P04,2024-03-07,ACTIVE
ACCT00374,CUST01799,B001,P04,2024-05-12,ACTIVE
ACCT00375,CUST01872,B004,P04,2022-07-01,ACTIVE
ACCT00376,CUST00180,B019,P05,2024-11-28,ACTIVE
ACCT00377,CUST00330,B016,P01,2023-05-28,CLOSED
ACCT00378,CUST00839,B016,P01,2023-02-09,ACTIVE
ACCT00379,CUST01396,B010,P05,2025-07-23,ACTIVE
ACCT00380,CUST00323,B016,P04,2023-01-22,ACTIVE
ACCT00381,CUST01701,B018,P06,2025-03-13,ACTIVE
ACCT00382,CUST01312,B017,P02,2025-04-12,ACTIVE
ACCT00383,CUST01302,B014,P01,2023-06-20,CLOSED
ACCT00384,CUST00939,B013,P02,2023-09-26,ACTIVE
ACCT00385,CUST00373,B005,P06,2025-03-28,ACTIVE
ACCT00386,CUST00659,B010,P06,2024-01-14,ACTIVE
ACCT00387,CUST01288,B010,P04,2022-07-19,ACTIVE
ACCT00388,CUST01134,B014,P01,2023-03-13,ACTIVE
ACCT00389,CUST00793,B003,P02,2023-06-22,ACTIVE
ACCT00390,CUST00371,B003,P03,2022-03-26,ACTIVE
ACCT00391,CUST00934,B010,P06,2025-09-27,ACTIVE
ACCT00392,CUST01451,B001,P01,2023-08-03,ACTIVE
ACCT00393,CUST01395,B007,P03,2022-10-08,ACTIVE
ACCT00394,CUST00768,B008,P04,2024-03-26,ACTIVE
ACCT00395,CUST00030,B017,P05,2022-09-15,ACTIVE
ACCT00396,CUST01394,B016,P02,2021-11-27,ACTIVE
ACCT00397,CUST01811,B009,P03,2025-06-09,ACTIVE
ACCT00398,CUST00142,B010,P06,2023-09-15,ACTIVE
ACCT00399,CUST00008,B008,P01,2023-08-07,ACTIVE
ACCT00400,CUST01189,B012,P05,2025-07-08,ACTIVE
ACCT00401,CUST01124,B006,P02,2022-02-10,ACTIVE
ACCT00402,CUST01407,B001,P01,2022-08-08,ACTIVE
ACCT00403,CUST00462,B020,P02,2024-12-20,CLOSED
ACCT00404,CUST00297,B018,P02,2022-09-20,ACTIVE
ACCT00405,CUST00546,B012,P04,2022-06-29,ACTIVE
ACCT00406,CUST01952,B008,P06,2024-07-27,ACTIVE
ACCT00407,CUST01664,B013,P02,2023-12-13,ACTIVE
ACCT00408,CUST00039,B005,P03,2022-12-03,ACTIVE
ACCT00409,CUST01993,B003,P03,2025-06-10,ACTIVE
ACCT00410,CUST00702,B019,P03,2023-03-18,ACTIVE
ACCT00411,CUST01775,B014,P05,2025-01-21,ACTIVE
ACCT00412,CUST01097,B010,P05,2021-12-10,ACTIVE
ACCT00413,CUST00344,B001,P03,2023-03-19,ACTIVE
ACCT00414,CUST00741,B014,P06,2025-05-18,ACTIVE
ACCT00415,CUST00016,B009,P04,2025-04-04,ACTIVE
ACCT00416,CUST00386,B020,P02,2024-02-17,CLOSED
ACCT00417,CUST01673,B020,P01,2025-02-18,ACTIVE
ACCT00418,CUST00574,B017,P01,2024-11-30,ACTIVE
ACCT00419,CUST01980,B013,P02,2022-10-29,CLOSED
ACCT00420,CUST01005,B016,P01,2024-02-07,ACTIVE
ACCT00421,CUST01752,B018,P06,2022-09-17,ACTIVE
ACCT00422,CUST01820,B001,P04,2023-10-20,ACTIVE
ACCT00423,CUST00316,B005,P06,2022-02-17,ACTIVE
